TIENDA_ID,MES_ID,VENTA_TOTAL
25,202403,336816.8
434,202412,336957.22
625,202412,336996.66
248,202412,337148.64
833,202402,337154.39
684,202402,337475.28
683,202304,337540.53
562,202311,338977.14
663,202302,339111.97
235,202412,339530.88
784,202412,339546.3
763,202402,339784.18
57,202412,339839.19
306,202412,340194.79
545,202412,340514.56
601,202412,340519.16
516,202411,340871.7
546,202305,341696.67
804,202412,342512.7
506,202412,343113.19
198,202412,343525.89
397,202412,343818.14
358,202402,344283.55
52,202412,344322.04
29,202307,344373.36
587,202302,344673.48
833,202311,344701.67
698,202304,344730.22
516,202402,344771.85
832,202312,345303.01
797,202411,345433.26
642,202412,345811.34
871,202412,346050.97
836,202412,346810.26
661,202412,347402.11
797,202402,347476.54
42,202412,347814.6
698,202303,347859.63
797,202312,348243.26
533,202402,348513.93
838,202412,348874.53
844,202412,348989.02
763,202304,349792.29
489,202312,349793.84
585,202311,349862.89
607,202302,349964.78
433,202412,350512.09
411,202412,350721.94
709,202306,350761.08
264,202412,350838.88
742,202302,350849.07
289,202412,350858.68
535,202310,351797.78
547,202402,351847.65
748,202412,351854.89
681,202412,352343.14
426,202412,352561.07
698,202308,353335.78
761,202412,353458.17
486,202402,353575.78
698,202307,354275.52
684,202301,354649.93
511,202412,354804.04
698,202306,354952.16
525,202301,355474.24
787,202412,355586.97
406,202401,355608.18
379,202412,356216.9
535,202312,356273.88
486,202301,356497.32
737,202301,356534.83
787,202301,356572.35
405,202412,356588.31
447,202303,357458.02
831,202310,357477.2
535,202402,357596.05
533,202412,358396.28
562,202309,359121.88
683,202403,359894.18
792,202301,360221.84
605,202412,360322.47
245,202412,360371.68
486,202302,360574.22
754,202411,360792.7
684,202411,360957.83
156,202412,360977.73
465,202412,361067.96
797,202311,361182.75
576,202412,361490.51
516,202311,362208.61
628,202412,362444.48
47,202412,362662.95
607,202311,362739.01
791,202412,362758.06
299,202412,362947.87
709,202311,363087.38
505,202412,363388.19
197,202412,363440.4
763,202306,364527.07
684,202302,364702.19
829,202307,365398.9
442,202412,365556.33
486,202401,365695.53
742,202303,366356.97
199,202412,366706.48
726,202412,367297.87
693,202305,367504.44
763,202401,367985.71
536,202412,368251.2
867,202411,368302.92
683,202312,368325.92
607,202310,368342.67
683,202302,369466.76
27,202412,369499.25
492,202412,369528.14
489,202311,369636.22
531,202412,370020.59
683,202301,370108.36
357,202412,370414.66
486,202311,370419.89
74,202412,370821.1
769,202412,370988.66
203,202412,371195.2
525,202302,371601.74
547,202401,371748.31
121,202412,371993.71
277,202412,372315.11
275,202311,372434.93
685,202412,373093.43
535,202301,373214.63
516,202312,373469.94
486,202404,373506.95
787,202302,374125.06
535,202303,374472.6
313,202412,374741.45
535,202411,374770.09
846,202402,374832.6
244,202412,375608.31
833,202403,376412.44
304,202412,377279.3
547,202411,377378.21
867,202407,377492.34
739,202311,377925.68
191,202302,378162.47
376,202302,378179.35
387,202412,378397.58
632,202308,378711.94
693,202302,378912.79
246,202412,379054.35
663,202303,379194.85
528,202412,379765.33
424,202412,379818.62
797,202401,379831.7
376,202301,379845.86
693,202311,379983.22
795,202412,380037.4
645,202412,380114.03
762,202412,380365.76
737,202302,380464.35
788,202302,380617.6
455,202401,380924.33
693,202310,381630.44
462,202412,381667.82
487,202412,381962.25
535,202304,382059.48
797,202303,382228.56
486,202411,382669.11
486,202312,382786.33
763,202307,383140.4
717,202412,384389.65
663,202304,384401.51
26,202412,384449.92
548,202412,384836.66
842,202312,384956.13
263,202412,385568.42
683,202308,385633.54
739,202402,386069.06
381,202412,386124.99
245,202402,386764.69
59,202412,386768.03
573,202412,386777.01
23,202412,387128.57
825,202311,387275.44
742,202304,387408.35
771,202412,387470.37
466,202411,387848.94
786,202412,387930.36
793,202302,388026.05
607,202301,388698.87
763,202403,388754.96
191,202402,389231.85
788,202301,389531.04
739,202310,389691.76
516,202401,389822.71
259,202411,389918.14
479,202412,390007.96
693,202301,390462.71
833,202401,390482.05
56,202302,390493.92
406,202412,390514.51
825,202307,390800.5
104,202312,390847.07
847,202407,391194.93
717,202309,391450.59
831,202402,392684.2
253,202412,392862.77
582,202412,392945.64
683,202305,393261.22
69,202412,393362.87
191,202311,393661.72
736,202301,393679.53
486,202304,393885.93
566,202301,394222.08
486,202310,394443.5
632,202312,394625.79
757,202412,394969.13
637,202310,395062.56
868,202411,395169.01
56,202301,395412.09
233,202312,395789.12
797,202310,396261.64
756,202412,396264.29
831,202401,396517.63
535,202311,396758.11
715,202412,397480.59
847,202405,397860.96
562,202407,398094.93
688,202302,398203.14
656,202302,398223.4
663,202402,398432.03
815,202306,398459.72
417,202412,398744.15
829,202311,398768.16
76,202412,399683.1
486,202406,399817.31
825,202310,400373.92
103,202412,400542.55
46,202412,400945.38
626,202412,401133.27
117,202307,401300.5
699,202412,401588.22
89,202412,401761.45
842,202402,401807.87
837,202312,402019.83
288,202412,402114.42
683,202307,402387.59
458,202411,402542.22
535,202403,402695.1
683,202306,403104.98
683,202404,403129.48
684,202303,403508.92
587,202301,403704.18
127,202412,404174.72
53,202412,404367.87
581,202302,404373.27
834,202412,404573.24
455,202302,404733.79
466,202402,404766.08
828,202312,404781.33
351,202412,405130.39
486,202303,405354.72
335,202412,405422.7
663,202311,405661.55
742,202312,405709.28
513,202412,406524.8
693,202303,406549.84
516,202301,407323.7
775,202302,407439.5
53,202310,407614.21
577,202412,407696.08
526,202412,407745.36
547,202407,407928.62
643,202412,408395.96
684,202311,408456.12
344,202412,408744.54
191,202406,408806.01
594,202301,408899.32
56,202402,408910.39
552,202310,408931.75
466,202302,408963.23
829,202310,409100.59
489,202310,409111.04
516,202404,409251.33
761,202301,409462.56
188,202412,409548.09
455,202308,409732.31
655,202412,409974.93
683,202303,410129.39
607,202312,410382.96
516,202310,410614.13
191,202310,410624.24
739,202305,410739.16
684,202403,410822.24
709,202402,411100.98
44,202412,411299.1
797,202407,411367.33
516,202302,411427.15
482,202412,411466.82
718,202412,411622.32
124,202412,411656.01
486,202403,411708.05
486,202407,412214.81
794,202302,412260.36
763,202308,412300.3
663,202404,412337.66
208,202412,412462.18
832,202402,412710.55
646,202402,412901.5
739,202401,412913.81
388,202412,413037.64
377,202412,413140.82
566,202302,413159.57
656,202301,413585.52
269,202403,413624.66
128,202412,413648.74
101,202412,414155.47
219,202311,414562.24
118,202412,414720.69
592,202412,414957.84
56,202311,414977.29
684,202406,415231.45
137,202412,415357.91
825,202402,415414.54
22,202412,415612.58
832,202401,415645.67
683,202407,416120.19
821,202311,416716.36
731,202412,417115.66
837,202402,417258.16
709,202401,417455.25
553,202412,417478.51
797,202304,417754.73
733,202412,418256.93
452,202412,418459.27
213,202412,418879.45
775,202301,419001.31
631,202412,419030.9
652,202412,419073.21
646,202302,419264.62
201,202412,419376.64
664,202412,419660.52
843,202412,419743.79
663,202305,419964.24
366,202412,420136.66
693,202402,420565.25
829,202308,421279.74
698,202312,421628.28
684,202404,421974.11
523,202412,422018.27
274,202412,422195.96
547,202406,422210.21
453,202412,422217.62
788,202303,422288.92
112,202412,422608.72
56,202411,422780.61
717,202304,422942.7
797,202403,422950.94
455,202402,423429.19
684,202310,423456.91
759,202412,423735.9
566,202311,424543.67
688,202301,424707.58
562,202403,424835.92
691,202412,424873.12
515,202412,425159.66
797,202308,425281.26
697,202412,425760.5
516,202403,425776.72
868,202407,425875.42
275,202402,426048.33
771,202308,426353.03
688,202304,426612.92
709,202310,426926.35
481,202412,427379.45
829,202402,427483.07
825,202308,427638.38
329,202412,427716.96
763,202309,427762.57
796,202301,427916.94
486,202305,427981.96
737,202311,428296.09
825,202312,428379.16
784,202302,428769.95
673,202301,428863.68
51,202307,428900.61
546,202412,430199.11
267,202412,430833.43
466,202301,430953.15
202,202412,431296.95
191,202301,431926.66
193,202412,432039.79
707,202302,432059.49
117,202301,432118.34
475,202412,432149.87
476,202412,432495.37
783,202302,432606.51
684,202312,432625.69
739,202312,433289.14
549,202412,433505.98
845,202402,433623.66
81,202412,433681.76
763,202404,433693.22
466,202310,433776.26
723,202412,433793.2
466,202311,434280.24
525,202402,434307.46
846,202403,434396.38
535,202308,434397.49
585,202301,434449.4
525,202303,434660.3
501,202412,434842.87
28,202412,434895.62
581,202301,434939.2
586,202305,435441.41
519,202412,435580.72
844,202312,435613.0
684,202305,435677.01
466,202303,435697.02
824,202311,435917.05
547,202404,435964.02
153,202412,436298.56
758,202412,436656.91
77,202412,436671.79
837,202401,436887.13
466,202407,437027.06
847,202406,437080.42
466,202403,437217.94
596,202412,437318.82
607,202411,438175.0
151,202412,438238.69
514,202412,438278.81
787,202303,438327.71
684,202304,438380.52
191,202404,438569.66
138,202304,438591.06
275,202312,439180.36
593,202412,439284.4
823,202412,439579.41
742,202311,439907.95
206,202412,440049.68
734,202412,440215.97
656,202303,440706.62
784,202301,440785.17
686,202412,441889.14
607,202303,442118.22
233,202302,442882.99
793,202303,443183.34
471,202412,443297.21
663,202401,443324.41
294,202412,443552.27
466,202404,444209.96
637,202311,444667.33
709,202312,444683.39
688,202303,444824.39
359,202412,445103.72
782,202301,445150.94
233,202411,445224.48
252,202412,445234.38
535,202307,445317.55
794,202301,445545.9
705,202308,445634.18
644,202407,445687.1
525,202311,445805.02
472,202412,446049.1
673,202302,446102.93
254,202412,446202.92
145,202412,446281.1
547,202405,446468.17
434,202301,446942.48
183,202412,447305.63
709,202302,447524.92
283,202412,448006.26
755,202412,448146.68
466,202304,448323.16
824,202412,448360.54
233,202310,448436.64
542,202412,448476.24
48,202412,448557.54
793,202305,448603.47
56,202303,448712.19
842,202401,448812.48
25,202412,448823.15
547,202312,448927.4
532,202411,449225.48
749,202302,449491.96
656,202401,450009.38
274,202406,450140.1
431,202412,450296.44
646,202311,450456.66
97,202412,450470.41
305,202412,451408.78
704,202412,451600.51
269,202301,451733.09
497,202412,451768.51
845,202401,451816.92
784,202303,451863.25
663,202312,451979.2
535,202401,451979.82
739,202307,452058.17
293,202412,452167.96
633,202412,452174.14
547,202304,452227.71
797,202406,452452.04
684,202407,452462.97
233,202401,452916.15
842,202403,453015.39
502,202412,453147.17
658,202301,453747.83
547,202403,454000.34
722,202412,454117.29
783,202301,454261.92
525,202304,454658.12
613,202412,454722.6
728,202412,454742.5
826,202311,454747.33
68,202412,454861.83
828,202402,455223.87
824,202310,455315.68
529,202402,455447.25
54,202412,455471.89
191,202403,455684.45
628,202309,455760.52
229,202412,455831.87
683,202309,455866.56
525,202310,455902.02
674,202412,455921.11
108,202412,456070.48
366,202301,456172.37
131,202412,456584.8
447,202304,457249.11
693,202306,457447.97
693,202304,457456.4
739,202403,457743.47
744,202301,457874.76
784,202304,458000.06
677,202310,458162.04
781,202311,458197.67
332,202301,458198.39
812,202305,459048.28
566,202402,459156.82
535,202305,459319.9
533,202304,459378.55
191,202303,459595.46
233,202308,459764.34
717,202312,459911.48
448,202412,459961.49
516,202303,460083.23
533,202307,460113.17
837,202403,460400.18
532,202301,460792.63
456,202412,460987.02
793,202304,461098.13
585,202302,461317.87
532,202302,461342.09
587,202411,461506.44
698,202402,461648.34
739,202308,461663.58
648,202311,461978.51
742,202402,461983.92
527,202412,462252.89
784,202311,462309.35
702,202412,462359.75
525,202403,462556.19
269,202401,462574.07
663,202403,462639.18
797,202404,463108.96
129,202412,463138.41
117,202312,463198.56
737,202304,463215.21
466,202406,463358.14
466,202312,463395.77
709,202301,463594.92
781,202302,463733.51
788,202304,464116.13
117,202401,464234.58
832,202403,464648.19
58,202302,464818.73
724,202301,464963.04
332,202412,464985.38
455,202303,465019.25
784,202305,465065.13
677,202311,465070.79
547,202301,465078.22
698,202411,465111.02
742,202305,465264.78
705,202406,465378.52
566,202303,465420.83
538,202412,465788.29
233,202311,465996.07
597,202412,466168.14
525,202404,466174.54
233,202307,466238.72
833,202404,466488.17
656,202310,467059.15
739,202404,467325.34
563,202412,467506.67
415,202412,467671.98
547,202307,467824.84
868,202406,467841.23
833,202310,467906.98
569,202412,468246.48
852,202407,468484.88
491,202412,468592.12
744,202302,468709.43
191,202304,468743.24
486,202309,469091.85
407,202412,469208.98
741,202412,469210.58
709,202411,469286.59
143,202412,469323.91
795,202301,469464.41
235,202403,469546.85
29,202309,469595.31
547,202305,469705.34
609,202412,469800.57
117,202402,469861.97
164,202412,470030.16
688,202311,470182.87
373,202412,470770.26
194,202304,470967.51
812,202310,471132.21
43,202402,472144.86
516,202304,472241.54
775,202304,472256.58
683,202406,472267.43
469,202412,472471.21
104,202307,472716.5
646,202301,472779.33
833,202412,472959.03
612,202301,473209.5
787,202304,473271.37
794,202303,473372.37
642,202302,473417.91
742,202308,473465.3
774,202412,473599.75
792,202412,473698.99
486,202306,474010.15
233,202402,474261.33
707,202412,474380.61
242,202301,474470.15
742,202310,474633.09
777,202412,475205.42
829,202309,475276.99
663,202411,475304.65
104,202401,475361.15
663,202310,475517.61
779,202412,475699.37
238,202412,475841.67
455,202307,475897.47
666,202412,476063.89
58,202301,476359.02
516,202406,476439.39
829,202312,476446.17
391,202304,476532.52
742,202401,476835.09
478,202412,477078.58
458,202403,477136.62
781,202301,477155.03
455,202309,477246.58
434,202402,477351.08
775,202305,477590.41
637,202312,477679.21
815,202311,477697.92
56,202312,477852.46
269,202310,477858.59
516,202305,478147.19
486,202405,478280.92
382,202301,478318.74
688,202402,478329.56
583,202412,478680.07
382,202302,478906.01
394,202412,478906.52
371,202412,479321.54
644,202301,479357.58
732,202302,479523.11
592,202309,479559.26
266,202312,479839.77
318,202412,479884.58
656,202304,480069.06
825,202403,480138.99
529,202411,480393.28
552,202311,480529.15
516,202407,480529.43
821,202312,480533.63
535,202309,480595.35
332,202302,480603.38
289,202309,480606.95
725,202412,480753.51
565,202412,480890.83
455,202403,481124.59
117,202302,481266.44
821,202402,481277.11
638,202412,481508.86
791,202303,481726.89
693,202411,481929.99
658,202302,481997.17
656,202311,482775.03
801,202311,482814.83
775,202303,483063.92
391,202412,483075.02
785,202412,483148.87
764,202412,483226.96
737,202303,483494.59
269,202311,483663.2
739,202411,483936.57
724,202302,484186.0
788,202305,484290.26
562,202312,484367.75
93,202402,484391.66
414,202412,484670.8
828,202401,484829.14
797,202309,484857.99
525,202401,485256.63
466,202401,485541.56
646,202403,485616.76
824,202402,485801.15
547,202302,485975.99
663,202306,486019.64
64,202411,486385.84
842,202404,486424.64
242,202412,486429.89
673,202303,486486.71
826,202411,486532.21
732,202304,486797.88
486,202308,486822.5
782,202302,487027.58
646,202312,487079.22
683,202401,487307.04
794,202304,487450.99
825,202309,487566.69
766,202412,487784.62
447,202305,487829.51
709,202307,488056.44
216,202412,488252.18
275,202310,488276.53
525,202305,488278.88
56,202304,488533.32
535,202306,488680.3
525,202411,488685.15
693,202312,488946.93
525,202312,489223.07
354,202412,489224.58
772,202412,489534.89
824,202309,489614.18
328,202403,489689.07
525,202406,489701.27
706,202301,489846.45
828,202403,490142.52
138,202412,490173.68
843,202407,490242.78
189,202412,490374.36
775,202311,490449.85
646,202303,490603.49
586,202302,490893.1
698,202401,490997.73
95,202412,491270.26
247,202311,491304.79
573,202302,491331.42
829,202403,491511.5
117,202309,491511.96
815,202402,491556.04
104,202304,491885.48
682,202412,492032.74
739,202306,492113.37
732,202407,492213.36
56,202403,492386.94
573,202301,492596.16
633,202402,492851.85
104,202403,492904.67
737,202312,492993.24
782,202402,493195.44
104,202302,493324.65
434,202302,493487.39
32,202311,493732.04
784,202312,493758.91
812,202311,493810.58
466,202305,493926.65
684,202405,493956.93
566,202310,494206.03
423,202412,494435.2
423,202404,494487.62
466,202308,494638.45
466,202307,494778.89
321,202303,494842.41
737,202305,494985.99
739,202309,495011.86
503,202412,495222.12
551,202412,495307.06
233,202306,495319.22
673,202402,495522.77
684,202307,495530.01
727,202412,495837.18
826,202402,495918.77
338,202412,495927.92
516,202308,496633.42
298,202412,496853.03
617,202412,496939.59
771,202310,497184.31
581,202303,497318.35
409,202309,497384.72
763,202407,497403.71
693,202404,497494.55
99,202412,497531.96
663,202406,497559.37
863,202404,497963.16
709,202403,497993.46
464,202407,498004.62
117,202308,498811.46
616,202302,498905.8
644,202411,498954.6
532,202311,499154.51
37,202311,499360.97
849,202402,499559.68
637,202411,499662.13
586,202301,499746.67
828,202404,499780.82
732,202301,499828.44
812,202402,499980.22
402,202402,500061.07
24,202302,500078.8
78,202412,500208.7
749,202303,500238.91
673,202305,500245.12
688,202411,500435.88
801,202307,500873.65
233,202301,501057.93
64,202302,501065.66
449,202412,501129.53
688,202312,501250.1
671,202412,501526.27
648,202401,501559.52
599,202412,501615.23
824,202312,501621.99
535,202404,501673.39
693,202403,501676.67
656,202312,501871.64
684,202308,502092.16
789,202301,502158.33
775,202401,502170.73
693,202401,502528.82
693,202309,502774.24
742,202411,502988.19
739,202406,503238.8
815,202310,503384.02
233,202303,503472.35
684,202306,503525.22
438,202412,503708.26
375,202412,503880.98
566,202312,504280.87
673,202304,504779.41
355,202308,505157.86
575,202412,505199.28
104,202411,505230.96
382,202311,505256.85
363,202412,505369.19
29,202310,505384.77
192,202412,505493.93
368,202412,505516.26
815,202401,505545.76
402,202411,505613.3
737,202310,505651.75
796,202302,505673.97
233,202309,505921.54
685,202301,505921.75
872,202407,505936.66
233,202304,506037.03
483,202412,506186.95
775,202310,506291.78
486,202307,506334.37
607,202307,506509.14
644,202302,506522.73
845,202403,506602.13
844,202402,506810.2
122,202412,506950.56
607,202402,507041.21
342,202401,507611.77
58,202304,507629.65
782,202307,507784.53
71,202302,507836.4
266,202401,507992.22
782,202311,508176.51
485,202306,508327.88
688,202305,508350.59
594,202412,508415.89
642,202304,508544.59
586,202303,508578.64
763,202406,508694.59
152,202412,508767.95
636,202311,508996.39
775,202306,509307.06
266,202311,509413.69
825,202411,509508.59
656,202305,509532.43
286,202412,509682.57
789,202302,509865.01
673,202306,509906.64
846,202404,510410.55
233,202404,510547.75
233,202305,510803.68
193,202308,510883.58
646,202304,510887.02
815,202307,511212.92
761,202302,511296.62
289,202310,511363.34
247,202401,511484.06
468,202412,511514.82
324,202412,511545.66
409,202308,511546.1
693,202308,511577.88
747,202301,511588.57
747,202406,511777.54
642,202312,511898.42
588,202412,511969.16
247,202312,512198.04
829,202404,512280.97
768,202401,512394.3
39,202402,512427.67
607,202406,512569.48
574,202402,512671.67
172,202412,513022.94
782,202310,513033.52
331,202412,513062.79
783,202412,513081.78
464,202406,513140.62
589,202412,513189.28
751,202412,513201.87
395,202412,513202.36
568,202412,513228.56
43,202301,513236.08
427,202412,513350.08
781,202304,513350.71
872,202411,513474.11
532,202402,513711.16
91,202412,513721.77
269,202302,514097.14
709,202304,514222.31
205,202412,514274.23
648,202312,514406.96
624,202412,514422.82
574,202302,514469.34
732,202312,514536.3
607,202304,514541.9
677,202306,514559.45
815,202312,515041.18
788,202311,515113.98
56,202310,515133.58
711,202305,515172.7
56,202305,515199.35
786,202307,515394.41
587,202311,515413.01
516,202306,515449.17
658,202303,515489.06
747,202411,515655.61
746,202403,515765.85
678,202412,515798.42
658,202304,515889.0
362,202412,516013.41
783,202303,516107.96
719,202412,516332.26
646,202411,516382.26
191,202305,516386.45
422,202412,516416.01
607,202404,516480.79
315,202412,516602.12
111,202411,517099.71
173,202412,517103.17
581,202304,517191.58
