TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,AVG_VENTA_TOTAL,num_locales_cercanos,reportes_cercanos,num_escuelas,Meta_venta,PERFORMANCE_CATEGORY,PERFORMANCE_LABEL
125,1,BC,Hogar,141.9,10.0,6.0,25.69017,-100.25164,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1548905.534736842,0,1,0,490000,3,Outstanding
279,1,C,Hogar,104.2,13.0,12.0,25.67484,-100.24412,Hogar Reunión,UT_DENSIDAD,TRAIN,1107388.8325,0,0,0,490000,2,Excellent
127,1,BC,Hogar,132.0,12.0,5.0,25.66474,-100.20913,Hogar Reunión,UT_GAS_URBANA,TRAIN,905773.3995,0,0,0,490000,1,Meeting_Expectations
706,1,C,Hogar,120.87,13.0,10.2,25.73785,-100.20217,Hogar Reunión,UT_DENSIDAD,TRAIN,872396.1131578948,0,0,0,490000,1,Meeting_Expectations
129,1,BC,Base,83.99,13.0,10.0,25.6808,-100.24372,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,863323.4720000001,0,0,0,480000,1,Meeting_Expectations
268,1,C,Base,121.2,13.0,9.0,25.69481,-100.23052,Clásico,UT_GAS_URBANA,TRAIN,1376895.043,0,0,0,480000,3,Outstanding
131,1,BC,Hogar,99.65,12.0,8.0,25.64911,-100.26649,Clásico,UT_DENSIDAD,TRAIN,884194.442,0,5,1,490000,1,Meeting_Expectations
716,1,C,Hogar,121.21,13.0,10.0,25.7105,-100.21547,Hogar Reunión,UT_DENSIDAD,TRAIN,1187681.9357894738,0,0,0,490000,2,Excellent
722,1,C,Base,118.3,13.0,7.4,25.69569,-100.24609,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1190965.156,0,1,0,480000,2,Excellent
726,1,C,Hogar,113.96,13.0,8.2,25.72278,-100.15421,Hogar Reunión,UT_DENSIDAD,TRAIN,1040252.6331578948,0,0,0,490000,2,Excellent
135,1,BC,Hogar,124.5,12.0,7.0,25.69272,-100.25433,Clásico,UT_DENSIDAD,TRAIN,1813454.2511111111,0,3,0,490000,3,Outstanding
663,1,C,Base,115.76,13.0,10.0,25.71882,-100.16863,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,453157.283,0,0,0,480000,0,Below_Expectations
639,1,C,Hogar,113.85,13.0,8.2,25.71143,-100.15224,Hogar Reunión,UT_DENSIDAD,TRAIN,1133958.6405000002,0,0,0,490000,2,Excellent
642,1,C,Receso,88.39,13.0,7.8,25.70438,-100.22197,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,606114.3275,0,0,0,516000,0,Below_Expectations
299,1,C,Hogar,94.0,10.0,9.0,25.68426,-100.21374,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,906925.4255,0,5,0,490000,1,Meeting_Expectations
298,1,C,Peatonal,103.3,13.0,5.0,25.67933,-100.24593,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,912394.269,0,0,0,420000,2,Excellent
644,1,C,Base,105.69,13.0,7.2,25.7036,-100.15854,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,620754.6965,0,0,0,480000,0,Below_Expectations
296,1,C,Hogar,86.0,13.0,5.0,25.66105,-100.25257,Clásico,UT_GAS_URBANA,TRAIN,1319320.9065,0,0,0,490000,3,Outstanding
652,1,C,Base,113.23,14.0,8.4,25.65635,-100.26234,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,779599.5395000001,0,2,0,480000,1,Meeting_Expectations
653,1,C,Hogar,112.09,13.0,6.2,25.69885,-100.12075,Clásico,UT_DENSIDAD,TRAIN,738887.0936842104,0,0,0,490000,1,Meeting_Expectations
292,1,C,Hogar,114.0,13.0,11.0,25.72188,-100.20232,Hogar Reunión,UT_GAS_URBANA,TRAIN,1418741.014,0,0,0,490000,3,Outstanding
291,1,C,Hogar,108.91,13.0,10.0,25.68419,-100.24388,Hogar Reunión,UT_DENSIDAD,TRAIN,1345621.52,0,0,0,490000,3,Outstanding
731,1,C,Base,117.97,15.0,8.6,25.67493,-100.20706,Hogar Reunión,UT_GAS_URBANA,TRAIN,804187.0176190477,0,0,0,480000,1,Meeting_Expectations
289,1,C,Hogar,114.04,13.0,9.0,25.70314,-100.23122,Hogar Reunión,UT_GAS_URBANA,TRAIN,743734.0716666667,0,0,0,490000,1,Meeting_Expectations
288,1,D,Base,104.0,13.0,11.0,25.67442,-100.20493,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,848249.1630000001,0,0,0,480000,1,Meeting_Expectations
667,1,C,Hogar,122.19,13.0,9.8,25.73719,-100.15527,Hogar Reunión,UT_DENSIDAD,TRAIN,980900.478095238,0,0,0,490000,2,Excellent
668,1,C,Hogar,93.08,13.0,6.8,25.72812,-100.18563,Hogar Reunión,UT_DENSIDAD,TRAIN,1035202.9321052632,0,0,0,490000,2,Excellent
285,1,A,Hogar,130.46,13.0,7.0,25.64192,-100.26826,Clásico,UT_DENSIDAD,TRAIN,2133384.2475,0,5,2,490000,3,Outstanding
671,1,C,Base,114.21,13.0,9.2,25.67863,-100.26725,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1101118.2995,0,3,0,480000,2,Excellent
674,1,C,Hogar,114.34,13.0,8.6,25.69528,-100.20643,Hogar Reunión,UT_DENSIDAD,TRAIN,1006070.8445,0,0,0,490000,2,Excellent
281,1,BC,Hogar,121.54,13.0,8.0,25.69659,-100.25507,Hogar Reunión,UT_DENSIDAD,TRAIN,1805416.1031578947,0,8,0,490000,3,Outstanding
677,1,C,Hogar,110.81,13.0,8.4,25.68325,-100.23067,Parada Técnica,UT_DENSIDAD,TRAIN,557412.3552941177,0,5,0,490000,0,Below_Expectations
834,1,C,Hogar,101.33,13.0,8.4,25.70647,-100.22508,Hogar Reunión,UT_DENSIDAD,TRAIN,612529.7508333334,0,0,0,490000,0,Below_Expectations
792,1,C,Peatonal,87.25,12.2,7.8,25.67762,-100.25978,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,694875.571904762,0,1,0,420000,1,Meeting_Expectations
164,1,CD,Base,18.72,12.0,9.0,25.73369,-100.19908,Hogar Reunión,UT_GAS_URBANA,TRAIN,1066581.0244999998,0,0,0,480000,2,Excellent
231,1,CD,Hogar,116.5,13.0,9.0,25.70295,-100.25852,Hogar Reunión,UT_GAS_URBANA,TRAIN,1137615.0005555556,0,13,0,490000,2,Excellent
823,1,C,Hogar,108.66,12.0,9.2,25.66404,-100.23363,Hogar Reunión,UT_DENSIDAD,TRAIN,742605.4326666667,0,1,0,490000,1,Meeting_Expectations
824,1,C,Hogar,97.92,11.6,7.6,25.7371,-100.16613,Hogar Reunión,UT_DENSIDAD,TRAIN,548867.875,0,0,0,490000,0,Below_Expectations
182,1,BC,Hogar,111.9,13.0,5.0,25.68312,-100.2139,Hogar Reunión,UT_DENSIDAD,TRAIN,1574997.8879999998,0,5,0,490000,3,Outstanding
223,1,BC,Hogar,128.96,12.0,9.0,25.66976,-100.23605,Hogar Reunión,UT_GAS_URBANA,TRAIN,1381838.042,0,2,0,490000,3,Outstanding
828,1,C,Hogar,108.24119327731093,12.171469740634006,8.209523809523809,25.6678,-100.2209,Hogar Reunión,UT_DENSIDAD,TRAIN,528960.079,0,0,0,490000,0,Below_Expectations
832,1,C,Hogar,66.04,9.2,6.0,25.66925,-100.237,Hogar Reunión,UT_DENSIDAD,TRAIN,495920.763,0,2,0,490000,0,Below_Expectations
245,1,D,Hogar,116.0,10.0,8.0,25.73065,-100.18657,Hogar Reunión,UT_DENSIDAD,TRAIN,932594.99,0,0,0,490000,1,Meeting_Expectations
188,1,BC,Receso,95.3,13.0,7.0,25.68763,-100.24615,Parada Técnica,UT_GAS_URBANA,TRAIN,788406.2495,0,0,0,516000,1,Meeting_Expectations
191,1,CD,Receso,131.5,11.0,8.8,25.69273,-100.24576,Clásico,UT_GAS_URBANA,TRAIN,454438.0538095239,0,0,0,516000,0,Below_Expectations
847,1,C,Hogar,100.4,13.0,8.0,25.71567,-100.1601,Hogar Reunión,UT_GAS_URBANA,TRAIN,250339.0390909091,0,0,0,490000,0,Below_Expectations
193,1,CD,Hogar,95.54,10.0,9.0,25.73871,-100.18913,Hogar Reunión,UT_DENSIDAD,TRAIN,1023740.0810526316,0,0,0,490000,2,Excellent
212,1,CD,Base,134.24,12.0,10.0,25.69344,-100.1831,Parada Técnica,UT_CARRETERA_GAS,TRAIN,1779098.457,0,0,0,480000,3,Outstanding
211,1,C,Hogar,127.62,12.0,11.0,25.74447,-100.17476,Hogar Reunión,UT_DENSIDAD,TRAIN,1320039.764736842,0,0,0,490000,3,Outstanding
199,1,CD,Base,113.0,11.0,11.0,25.72332,-100.19058,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,717021.3142105263,0,0,0,480000,0,Below_Expectations
873,1,C,Receso,58.12,9.2,6.0,25.69741,-100.13975,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,183363.58,0,0,0,516000,0,Below_Expectations
254,1,C,Hogar,113.0,12.0,7.0,25.66872,-100.2344,Hogar Reunión,UT_GAS_URBANA,TRAIN,961484.5605263156,0,2,0,490000,1,Meeting_Expectations
735,1,C,Hogar,83.57,12.0,4.6,25.71611,-100.18296,Hogar Reunión,UT_DENSIDAD,TRAIN,1300434.1535,0,0,0,490000,3,Outstanding
746,1,C,Hogar,104.1,15.0,9.6,25.6867,-100.19352,Hogar Reunión,UT_DENSIDAD,TRAIN,677285.4205,0,0,0,490000,0,Below_Expectations
141,1,BC,Hogar,98.5,11.0,6.0,25.68098,-100.23912,Hogar Reunión,UT_DENSIDAD,TRAIN,1381966.9055555556,0,1,0,490000,3,Outstanding
259,1,C,Base,99.08,10.0,8.4,25.67765,-100.2596,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,650082.4785,0,1,0,480000,0,Below_Expectations
753,1,C,Hogar,103.64,14.0,8.2,25.72788,-100.18008,Hogar Reunión,UT_DENSIDAD,TRAIN,746710.738,0,0,0,490000,1,Meeting_Expectations
754,1,C,Hogar,119.75,15.0,9.0,25.71732,-100.19217,Hogar Reunión,UT_DENSIDAD,TRAIN,765839.700952381,0,0,0,490000,1,Meeting_Expectations
145,1,BC,Hogar,112.5,13.0,6.0,25.66404,-100.21449,Hogar Reunión,UT_DENSIDAD,TRAIN,1071716.423,0,0,0,490000,2,Excellent
765,1,C,Hogar,94.42,13.0,7.8,25.69325,-100.23738,Oficinistas,UT_DENSIDAD,TRAIN,1660033.6185,0,0,0,490000,3,Outstanding
766,1,C,Base,118.52,15.0,7.8,25.72372,-100.14054,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1011198.4715,0,0,0,480000,2,Excellent
395,1,C,Hogar,79.55,10.0,4.0,25.67661,-100.24879,Hogar Reunión,UT_DENSIDAD,TRAIN,1194376.9245,0,0,0,490000,2,Excellent
253,1,C,Hogar,117.0,12.0,11.0,25.72968,-100.17269,Hogar Reunión,UT_DENSIDAD,TRAIN,902441.981,0,0,0,490000,1,Meeting_Expectations
769,1,C,Base,108.8,15.0,9.8,25.69461,-100.17078,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1025109.0165,0,0,0,480000,2,Excellent
152,1,BC,Hogar,102.1,13.0,8.0,25.66861,-100.24023,Hogar Reunión,UT_DENSIDAD,TRAIN,1067820.0436842106,0,2,0,490000,2,Excellent
783,1,C,Hogar,114.47,14.0,9.4,25.6989,-100.1506,Hogar Reunión,UT_DENSIDAD,TRAIN,806711.5357142857,0,0,0,490000,1,Meeting_Expectations
789,1,C,Hogar,100.7,12.2,8.4,25.71404,-100.17443,Hogar Reunión,UT_DENSIDAD,TRAIN,782828.5945,0,0,0,490000,1,Meeting_Expectations
248,1,CD,Base,100.28,13.0,7.0,25.70751,-100.19946,Oficinistas,UT_GAS_URBANA,TRAIN,878071.308,0,0,0,480000,1,Meeting_Expectations
156,1,BC,Hogar,115.0,11.0,9.0,25.67567,-100.22221,Hogar Reunión,UT_DENSIDAD,TRAIN,1217091.5715789474,0,5,0,490000,2,Excellent
247,1,D,Hogar,104.6,13.0,10.0,25.69494,-100.21911,Hogar Reunión,UT_DENSIDAD,TRAIN,944772.310952381,0,0,0,490000,1,Meeting_Expectations
474,1,C,Hogar,115.79,13.0,11.0,25.71698,-100.13154,Hogar Reunión,UT_DENSIDAD,TRAIN,771549.998,0,0,0,490000,1,Meeting_Expectations
453,1,C,Base,107.02,13.0,8.0,25.74442,-100.16092,Hogar Reunión,UT_GAS_URBANA,TRAIN,910944.9695,0,0,0,480000,1,Meeting_Expectations
455,1,C,Hogar,119.51,13.0,7.0,25.73055,-100.18982,Hogar Reunión,UT_DENSIDAD,TRAIN,476428.4390476191,0,0,0,490000,0,Below_Expectations
366,1,C,Hogar,100.0,10.0,7.0,25.66606,-100.26935,Hogar Reunión,UT_GAS_URBANA,TRAIN,926895.69,0,17,1,490000,1,Meeting_Expectations
365,1,C,Base,97.54,13.0,5.0,25.6751,-100.21091,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,1322019.3585,0,0,0,480000,3,Outstanding
456,1,C,Hogar,127.9,13.0,10.0,25.74066,-100.1661,Hogar Reunión,UT_DENSIDAD,TRAIN,1046437.4685,0,0,0,490000,2,Excellent
457,1,C,Hogar,81.3,10.0,7.0,25.73088,-100.15723,Hogar Reunión,UT_DENSIDAD,TRAIN,827047.2585,0,0,0,490000,1,Meeting_Expectations
458,1,C,Hogar,101.46,13.0,5.0,25.70524,-100.20732,Hogar Reunión,UT_DENSIDAD,TRAIN,829146.2833333333,0,0,0,490000,1,Meeting_Expectations
361,1,C,Hogar,93.0,12.0,5.0,25.71936,-100.16773,Hogar Reunión,UT_DENSIDAD,TRAIN,949746.4365,0,0,0,490000,1,Meeting_Expectations
464,1,C,Hogar,138.92,13.0,6.0,25.70318,-100.24274,Hogar Reunión,UT_DENSIDAD,TRAIN,583497.8731578947,0,0,0,490000,0,Below_Expectations
358,1,C,Base,93.0,10.0,11.0,25.70128,-100.16365,Hogar Reunión,UT_GAS_URBANA,TRAIN,778159.1247368421,0,0,0,480000,1,Meeting_Expectations
447,1,C,Hogar,83.9,13.0,5.0,25.73034,-100.16336,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,597768.3080952382,0,0,0,490000,0,Below_Expectations
356,1,C,Hogar,77.0,10.0,8.0,25.66098,-100.26814,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1303742.832,0,11,0,490000,3,Outstanding
355,1,C,Hogar,90.0,10.0,6.0,25.66743,-100.25439,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1309783.746111111,0,0,0,490000,3,Outstanding
484,1,C,Hogar,115.75,13.0,10.0,25.71093,-100.13501,Hogar Reunión,UT_DENSIDAD,TRAIN,1635941.384,0,0,0,490000,3,Outstanding
493,1,C,Base,119.41,13.0,9.0,25.68103,-100.25271,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1498692.9745,0,1,0,480000,3,Outstanding
352,1,C,Base,105.0,10.0,8.0,25.74532,-100.17814,Parada Técnica,UT_GAS_URBANA,TRAIN,1176433.013,0,0,0,480000,2,Excellent
351,1,C,Base,93.0,10.0,7.0,25.67929,-100.26519,Oficinistas,UT_GAS_URBANA,TRAIN,903051.544,0,4,1,480000,1,Meeting_Expectations
495,1,C,Base,115.7,13.0,11.0,25.66923,-100.23264,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,760914.7320000001,0,2,0,480000,1,Meeting_Expectations
503,1,C,Hogar,81.59,11.0,8.0,25.67292,-100.25155,Hogar Reunión,UT_DENSIDAD,TRAIN,1033167.4695,0,0,0,490000,2,Excellent
348,1,C,Hogar,100.0,10.0,11.0,25.69414,-100.1901,Hogar Reunión,UT_DENSIDAD,TRAIN,1452718.2289999998,0,0,0,490000,3,Outstanding
506,1,C,Hogar,105.66,13.0,8.0,25.70051,-100.18745,Hogar Reunión,UT_DENSIDAD,TRAIN,950956.214,0,0,0,490000,1,Meeting_Expectations
401,1,C,Hogar,92.52,12.0,9.0,25.71205,-100.16304,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1116119.5994444443,0,0,0,490000,2,Excellent
389,1,BC,Base,98.08,12.0,9.0,25.74648,-100.19411,Hogar Reunión,UT_GAS_URBANA,TRAIN,1402194.1095,0,0,0,480000,3,Outstanding
402,1,C,Hogar,103.27,13.0,9.0,25.72369,-100.16661,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,918442.9952380952,0,0,0,490000,1,Meeting_Expectations
404,1,C,Base,112.87,13.0,9.0,25.67993,-100.25752,Oficinistas,UT_DENSIDAD,TRAIN,1201371.6555,0,1,0,480000,3,Outstanding
406,1,C,Hogar,76.69,10.0,5.0,25.6645,-100.26545,Clásico,UT_DENSIDAD,TRAIN,987037.771111111,0,5,0,490000,2,Excellent
407,1,C,Base,118.47,13.0,7.0,25.73733,-100.20671,Oficinistas,UT_GAS_URBANA,TRAIN,899525.1194444444,0,0,0,480000,1,Meeting_Expectations
409,1,C,Hogar,95.68,13.0,7.0,25.66723,-100.22505,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,738025.7195,0,1,0,490000,1,Meeting_Expectations
411,1,C,Hogar,109.85,13.0,9.0,25.70931,-100.1846,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,797972.8945,0,0,0,490000,1,Meeting_Expectations
417,1,C,Base,95.22,12.0,8.0,25.66245,-100.23941,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,876274.9545,0,0,0,480000,1,Meeting_Expectations
423,1,C,Base,85.18,12.0,6.0,25.6728,-100.23769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1097440.2055555554,0,2,0,480000,2,Excellent
635,1,C,Base,120.27,14.0,9.2,25.6638,-100.25769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1076937.693,0,0,0,480000,2,Excellent
425,1,C,Hogar,116.15,13.0,7.0,25.73241,-100.17578,Hogar Reunión,UT_DENSIDAD,TRAIN,1684638.194,0,0,0,490000,3,Outstanding
427,1,C,Hogar,122.63,13.0,9.0,25.73371,-100.18386,Hogar Reunión,UT_DENSIDAD,TRAIN,1061735.7910526316,0,0,0,490000,2,Excellent
431,1,C,Hogar,119.24,13.0,8.0,25.66744,-100.2239,Hogar Reunión,UT_DENSIDAD,TRAIN,956036.9911764704,0,1,0,490000,1,Meeting_Expectations
433,1,C,Base,127.4,13.0,10.0,25.70933,-100.23586,Hogar Reunión,UT_DENSIDAD,TRAIN,813499.292,0,0,0,480000,1,Meeting_Expectations
438,1,C,Hogar,117.61,13.0,7.0,25.69605,-100.21036,Hogar Reunión,UT_DENSIDAD,TRAIN,1050635.5805555554,0,0,0,490000,2,Excellent
374,1,C,Base,107.92,13.0,11.0,25.72258,-100.14044,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,1821100.8395,0,0,0,480000,3,Outstanding
439,1,C,Hogar,115.55,13.0,9.0,25.71549,-100.20702,Hogar Reunión,UT_DENSIDAD,TRAIN,1141661.924,0,0,0,490000,2,Excellent
372,1,CD,Hogar,80.56,12.0,11.0,25.65999,-100.23217,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1557931.768,0,0,0,490000,3,Outstanding
441,1,CD,Hogar,111.48,13.0,8.0,25.72353,-100.17124,Hogar Reunión,UT_DENSIDAD,TRAIN,897284.804736842,0,0,0,490000,1,Meeting_Expectations
446,1,C,Hogar,126.8,13.0,9.0,25.68774,-100.18129,Hogar Reunión,UT_DENSIDAD,TRAIN,1149582.7447619047,0,0,0,490000,2,Excellent
612,1,C,Hogar,101.06,12.0,8.2,25.74353,-100.17685,Hogar Reunión,UT_DENSIDAD,TRAIN,1371375.252631579,0,0,0,490000,3,Outstanding
587,1,C,Hogar,91.25,13.0,7.2,25.72789,-100.1931,Hogar Reunión,UT_DENSIDAD,TRAIN,770947.6900000001,0,0,0,490000,1,Meeting_Expectations
346,1,C,Hogar,90.0,10.0,4.0,25.74205,-100.19846,Hogar Reunión,UT_DENSIDAD,TRAIN,1510296.4057894738,0,0,0,490000,3,Outstanding
322,1,C,Base,100.0,10.0,9.0,25.65836,-100.22371,Hogar Reunión,UT_DENSIDAD,TRAIN,805032.3526315789,0,1,0,480000,1,Meeting_Expectations
321,1,C,Hogar,102.0,10.0,9.0,25.70853,-100.15266,Hogar Reunión,UT_DENSIDAD,TRAIN,898069.834,0,0,0,490000,1,Meeting_Expectations
591,1,C,Hogar,86.41,13.0,7.8,25.65561,-100.22113,Hogar Reunión,UT_DENSIDAD,TRAIN,1503014.1895,0,1,0,490000,3,Outstanding
302,1,CD,Base,130.0,13.0,13.0,25.67635,-100.26692,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,1291761.6105,0,0,0,480000,3,Outstanding
633,1,C,Hogar,103.05,12.0,6.6,25.72512,-100.18482,Hogar Reunión,UT_DENSIDAD,TRAIN,940317.1414285714,0,0,0,490000,1,Meeting_Expectations
616,1,C,Hogar,96.93,12.0,7.2,25.70758,-100.16037,Hogar Reunión,UT_DENSIDAD,TRAIN,712537.5189473684,0,0,0,490000,0,Below_Expectations
306,1,C,Base,182.0,13.0,4.0,25.67946,-100.2584,Oficinistas,UT_DENSIDAD,TRAIN,823865.433,0,1,0,480000,1,Meeting_Expectations
307,1,C,Hogar,114.0,13.0,9.0,25.66859,-100.26665,Hogar Reunión,UT_DENSIDAD,TRAIN,1244658.7465,0,7,0,490000,3,Outstanding
593,1,C,Hogar,111.14,13.0,8.8,25.74583,-100.16589,Hogar Reunión,UT_DENSIDAD,TRAIN,876393.047,0,0,0,490000,1,Meeting_Expectations
509,1,C,Base,115.72,13.0,7.0,25.66655,-100.21398,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,721151.4465,0,0,0,480000,1,Meeting_Expectations
611,1,C,Base,115.66,13.0,9.2,25.68666,-100.23036,Barrio Competido,UT_DENSIDAD,TRAIN,1211470.4057142858,0,0,0,480000,3,Outstanding
318,1,C,Hogar,107.0,10.0,8.0,25.74066,-100.16799,Hogar Reunión,UT_DENSIDAD,TRAIN,1011376.0,0,0,0,490000,2,Excellent
317,1,C,Hogar,104.0,13.0,11.0,25.66909,-100.26294,Hogar Reunión,UT_DENSIDAD,TRAIN,1289285.9635,0,2,0,490000,3,Outstanding
594,1,C,Hogar,98.07,13.0,9.6,25.72671,-100.17316,Hogar Reunión,UT_DENSIDAD,TRAIN,932223.25,0,0,0,490000,1,Meeting_Expectations
315,1,BC,Hogar,93.0,10.0,7.0,25.65235,-100.26606,Clásico,UT_DENSIDAD,TRAIN,1159019.613,0,3,0,490000,2,Excellent
314,1,C,Base,107.0,13.0,13.0,25.67509,-100.26958,Hogar Reunión,UT_DENSIDAD,TRAIN,1294734.729,0,6,0,480000,3,Outstanding
597,1,C,Hogar,110.73,14.0,8.4,25.6714,-100.21653,Hogar Reunión,UT_DENSIDAD,TRAIN,1118310.4085,0,0,0,490000,2,Excellent
598,1,C,Hogar,96.69,12.0,7.0,25.68012,-100.22238,Hogar Reunión,UT_DENSIDAD,TRAIN,1285379.9017647058,0,5,0,490000,3,Outstanding
599,1,C,Hogar,114.63,13.0,6.0,25.67213,-100.23018,Hogar Reunión,UT_DENSIDAD,TRAIN,945328.251904762,0,2,0,490000,1,Meeting_Expectations
585,1,C,Hogar,112.9,12.0,8.6,25.66144,-100.21849,Hogar Reunión,UT_DENSIDAD,TRAIN,597192.53,0,0,0,490000,0,Below_Expectations
519,1,C,Base,115.03,13.0,6.0,25.68449,-100.2262,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,945709.8626315788,0,5,0,480000,1,Meeting_Expectations
536,1,C,Hogar,114.87,13.0,10.0,25.6581,-100.22496,Hogar Reunión,UT_DENSIDAD,TRAIN,924368.945,0,1,0,490000,1,Meeting_Expectations
541,1,C,Hogar,109.97,13.0,7.0,25.70214,-100.25043,Hogar Reunión,UT_DENSIDAD,TRAIN,1258980.934,0,1,0,490000,3,Outstanding
557,1,C,Hogar,84.08,12.0,4.0,25.6704,-100.21162,Hogar Reunión,UT_DENSIDAD,TRAIN,1427711.1275,0,0,0,490000,3,Outstanding
559,1,C,Hogar,92.18,13.0,8.0,25.72444,-100.15672,Hogar Reunión,UT_DENSIDAD,TRAIN,1147226.941904762,0,0,0,490000,2,Excellent
562,1,C,Hogar,104.62,13.0,8.6,25.69635,-100.20652,Hogar Reunión,UT_DENSIDAD,TRAIN,584733.8709523809,0,0,0,490000,0,Below_Expectations
564,1,C,Hogar,115.51,13.0,9.0,25.68658,-100.21385,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1108922.542105263,0,4,0,490000,2,Excellent
571,1,C,Hogar,112.89,13.0,7.4,25.74155,-100.18463,Hogar Reunión,UT_DENSIDAD,TRAIN,1429346.9175,0,0,0,490000,3,Outstanding
332,1,B,Receso,136.0,13.0,6.0,25.69665,-100.14323,Oficinistas,UT_DENSIDAD,TRAIN,764151.700952381,0,0,0,516000,0,Below_Expectations
324,1,C,Hogar,97.0,13.0,5.0,25.69969,-100.21334,Hogar Reunión,UT_DENSIDAD,TRAIN,1211066.019,0,0,0,490000,2,Excellent
